Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,PromotionGapRatio,RoleStagnationIndex,TrainingIntensityScore,ManagerStabilityIndicator,CareerVelocityScore,PromotionMomentum,CompensationGrowthProxy,CareerSatisfactionIndex,OrgStabilityScore,EmployeeDevelopmentScore,RetentionOpportunityIndex,LeadershipExposureScore,EngagementCompositeScore,BurnoutRiskProxy,CareerAccelerationScore,PromotionGapScore,RetentionScore,StagnationScore,GrowthPotentialScore,ManagerialInfluenceScore,CompositeRisk,RiskTier,Cluster,ClusterLabel,PCA1,PCA2
48,0,Travel_Rarely,492,Sales,16,4,Life Sciences,3,Female,96,3,2,Sales Executive,3,Divorced,6439,13693,8,No,14,3,3,1,18,2,3,8,7,7,7,0.7777777777777778,0.3684210526315789,0.2222222222222222,0.7777777777777778,0.10526315789473684,0.125,3.2178910544727635,3.0,3.0,7.1,0.4643274853801169,2.1,3.0,0.31551724137931036,5.25,46.666666666666664,46.432748538011694,36.84210526315789,54.61538461538461,77.77777777777779,43.625730994152036,Medium Risk,0,Fast-Track Performers,2.978853277835728,0.9137965275074714
29,0,Travel_Rarely,598,Research & Development,9,3,Life Sciences,3,Male,91,4,1,Research Scientist,3,Married,2451,22376,6,No,18,3,1,2,5,2,2,1,0,0,0,0.0,0.0,1.0,0.0,0.16666666666666666,1.0,2.4485514485514486,3.0,2.0,8.7,0.1,2.1,2.3,0.24310344827586206,54.0,0.0,10.0,0.0,66.92307692307692,0.0,4.0,Low Risk,2,High-Risk Stagnation,-2.972135976320895,-0.38306972463643396
33,0,Travel_Rarely,1242,Sales,8,4,Life Sciences,1,Male,46,3,2,Sales Executive,1,Married,6392,10589,2,No,13,3,4,1,8,6,1,2,2,2,2,0.6666666666666666,0.2222222222222222,2.0,0.6666666666666666,0.2222222222222222,0.3333333333333333,3.1944027986006995,1.6666666666666667,2.5,7.9,0.5222222222222221,2.1,1.75,0.23275862068965517,13.0,13.333333333333334,52.222222222222214,22.22222222222222,60.769230769230774,66.66666666666666,31.55555555555555,Low Risk,0,Fast-Track Performers,2.324913739772135,-2.8109937283282513
30,1,Travel_Rarely,740,Sales,1,3,Life Sciences,2,Male,64,2,2,Sales Executive,1,Married,9714,5323,1,No,11,3,4,1,10,4,3,10,8,6,7,0.5454545454545454,0.7272727272727273,0.36363636363636365,0.6363636363636364,0.18181818181818182,0.14285714285714285,4.854572713643178,2.0,3.0,6.5,0.5727272727272728,1.8,2.4000000000000004,0.16034482758620688,4.714285714285714,40.0,57.27272727272727,72.72727272727273,50.0,63.63636363636363,56.72727272727273,Medium Risk,0,Fast-Track Performers,3.3274536671533954,-1.41147753178614
38,0,Travel_Frequently,888,Human Resources,10,4,Human Resources,3,Male,71,3,2,Human Resources,3,Married,6077,14814,3,No,11,3,3,0,10,2,3,6,3,1,2,0.14285714285714285,0.2727272727272727,0.2857142857142857,0.2857142857142857,0.18181818181818182,0.5,3.0369815092453774,3.0,3.0,5.9,0.21818181818181817,1.9,3.0,0.40344827586206894,16.5,6.666666666666667,21.818181818181817,27.27272727272727,45.38461538461539,28.57142857142857,18.909090909090907,Low Risk,3,Stable Contributors,-0.25097187140646005,1.060392293789623
35,0,Travel_Rarely,992,Research & Development,1,3,Medical,4,Male,68,2,1,Laboratory Technician,1,Single,2450,21731,1,No,19,3,2,0,3,3,3,3,0,1,2,0.25,0.0,0.75,0.5,0.25,0.5,2.4475524475524475,2.0,3.0,9.4,0.2875,1.1,2.4000000000000004,0.16034482758620688,28.5,6.666666666666667,28.749999999999996,0.0,72.3076923076923,50.0,13.5,Low Risk,4,Career Explorers,-0.3032876625035202,-1.581271598000183
30,0,Travel_Rarely,1288,Sales,29,4,Technical Degree,3,Male,33,3,3,Sales Executive,2,Married,9250,17799,3,No,12,3,2,1,9,3,3,4,2,1,3,0.2,0.2,0.6,0.6,0.3,0.5,3.082305898033989,2.6666666666666665,2.5,6.600000000000001,0.25333333333333335,2.6,2.45,0.44999999999999996,18.0,6.666666666666667,25.333333333333336,20.0,50.76923076923078,60.0,18.133333333333333,Low Risk,4,Career Explorers,0.03421896738547117,-0.1476543545454183
35,1,Travel_Rarely,104,Research & Development,2,3,Life Sciences,1,Female,69,3,1,Laboratory Technician,1,Divorced,2074,26619,1,Yes,12,3,4,1,1,2,3,1,0,0,0,0.0,0.0,1.0,0.0,0.5,1.0,2.0719280719280717,2.3333333333333335,2.5,6.300000000000001,0.16666666666666666,1.5999999999999999,2.1500000000000004,0.5706896551724139,36.0,0.0,16.666666666666664,0.0,48.46153846153847,0.0,6.666666666666666,Low Risk,2,High-Risk Stagnation,-2.606493247261225,-1.0947369626606767
53,1,Travel_Rarely,607,Research & Development,2,5,Technical Degree,3,Female,78,2,3,Manufacturing Director,4,Married,10169,14618,0,No,16,3,2,1,34,4,3,33,7,1,9,0.029411764705882353,0.2,0.11764705882352941,0.2647058823529412,0.08571428571428572,0.5,3.388537154281906,3.0,2.5,8.5,0.16029411764705884,2.3000000000000003,3.0500000000000003,0.1706896551724138,24.0,6.666666666666667,16.029411764705884,20.0,65.38461538461539,26.47058823529412,14.411764705882355,Low Risk,3,Stable Contributors,-0.9056545932992759,0.8247215914463228
38,1,Travel_Rarely,903,Research & Development,2,3,Medical,3,Male,81,3,2,Manufacturing Director,2,Married,4855,7653,4,No,11,3,1,2,7,2,3,5,2,1,4,0.16666666666666666,0.25,0.3333333333333333,0.6666666666666666,0.25,0.5,2.426286856571714,2.6666666666666665,2.0,5.9,0.25416666666666665,2.3,2.2,0.1706896551724138,16.5,6.666666666666667,25.416666666666664,25.0,45.38461538461539,66.66666666666666,19.666666666666664,Low Risk,4,Career Explorers,0.2575391393397899,-0.48998200696650346
32,0,Non-Travel,1200,Research & Development,1,4,Technical Degree,4,Male,62,3,2,Research Scientist,1,Married,4087,25174,4,No,14,3,2,1,9,3,2,6,5,1,2,0.14285714285714285,0.5,0.42857142857142855,0.2857142857142857,0.2,0.5,2.0424787606196904,2.0,3.0,7.4,0.375,2.1,2.2,0.010344827586206896,21.0,6.666666666666667,37.5,50.0,56.92307692307692,28.57142857142857,32.0,Low Risk,4,Career Explorers,0.5317904118760118,-1.8148734330523966
48,0,Travel_Rarely,1108,Research & Development,15,4,Other,3,Female,65,3,1,Research Scientist,1,Married,2367,16530,8,No,12,3,4,1,10,3,2,8,2,7,6,0.7777777777777778,0.18181818181818182,0.3333333333333333,0.6666666666666666,0.09090909090909091,0.125,2.364635364635365,2.0,3.5,6.600000000000001,0.5176767676767677,1.5999999999999999,2.4499999999999997,0.30517241379310345,4.5,46.666666666666664,51.767676767676775,18.181818181818183,50.76923076923078,66.66666666666666,40.161616161616166,Medium Risk,0,Fast-Track Performers,3.0448535491813815,-1.2271574450643608
34,0,Travel_Rarely,479,Research & Development,7,4,Medical,1,Male,35,3,1,Research Scientist,4,Single,2972,22061,1,No,13,3,3,0,1,4,1,1,0,0,0,0.0,0.0,2.0,0.0,0.5,1.0,2.969030969030969,2.6666666666666665,2.0,7.300000000000001,0.13333333333333336,1.4,2.4000000000000004,0.22241379310344828,39.0,0.0,13.333333333333336,0.0,56.15384615384615,0.0,5.333333333333335,Low Risk,2,High-Risk Stagnation,-2.879518853022282,-0.46027649947700194
55,0,Travel_Rarely,685,Sales,26,5,Marketing,3,Male,60,2,5,Manager,4,Married,19586,23037,1,No,21,4,3,1,36,3,3,36,6,2,13,0.05405405405405406,0.16216216216216217,0.08108108108108109,0.35135135135135137,0.13513513513513514,0.3333333333333333,3.9164167166566686,3.0,3.0,10.5,0.15945945945945947,3.3000000000000003,3.3000000000000003,0.4189655172413793,28.0,13.333333333333334,15.945945945945947,16.216216216216218,80.76923076923077,35.13513513513514,15.243243243243244,Low Risk,3,Stable Contributors,-0.8806620399972752,1.0861344261713148
34,0,Travel_Rarely,1351,Research & Development,1,4,Life Sciences,2,Male,45,3,2,Research Scientist,4,Married,5484,13008,9,No,17,3,2,1,9,3,2,2,2,2,1,0.6666666666666666,0.2,1.0,0.3333333333333333,0.2,0.3333333333333333,2.7406296851574212,3.0,2.0,8.600000000000001,0.3833333333333333,2.1,2.6,0.16034482758620688,17.0,13.333333333333334,38.33333333333333,20.0,66.15384615384616,33.33333333333333,25.333333333333332,Low Risk,0,Fast-Track Performers,1.2045849855586384,0.19532794396182399
26,0,Travel_Rarely,474,Research & Development,3,3,Life Sciences,1,Female,89,3,1,Research Scientist,4,Married,2061,11133,1,No,21,4,1,0,1,5,3,1,0,0,0,0.0,0.0,2.5,0.0,0.5,1.0,2.058941058941059,3.3333333333333335,1.0,11.1,0.06666666666666665,1.4,2.3,0.1810344827586207,84.0,0.0,6.666666666666665,0.0,85.38461538461539,0.0,2.666666666666666,Low Risk,2,High-Risk Stagnation,-4.273528794534135,-0.1946709578450219
38,0,Travel_Rarely,1245,Sales,14,3,Life Sciences,3,Male,80,3,2,Sales Executive,2,Married,9924,12355,0,No,11,3,4,1,10,3,3,9,8,7,7,0.7,0.7272727272727273,0.3,0.7,0.18181818181818182,0.125,4.95952023988006,2.6666666666666665,3.5,6.200000000000001,0.5601515151515151,2.1,2.95,0.29482758620689653,4.125,46.666666666666664,56.01515151515151,72.72727272727273,47.6923076923077,70.0,58.224242424242426,Medium Risk,0,Fast-Track Performers,3.5402769859393497,0.3397958643851756
38,0,Travel_Rarely,437,Sales,16,3,Life Sciences,2,Female,90,3,2,Sales Executive,2,Single,4198,16379,2,No,12,3,2,0,8,5,4,3,2,1,2,0.25,0.2222222222222222,1.25,0.5,0.2222222222222222,0.5,2.097951024487756,3.0,2.0,7.200000000000001,0.24305555555555555,1.9,2.4000000000000004,0.31551724137931036,18.0,6.666666666666667,24.305555555555554,22.22222222222222,55.38461538461539,50.0,18.388888888888886,Low Risk,3,Stable Contributors,0.04250216935957305,0.1678688127326217
36,0,Travel_Rarely,884,Sales,1,4,Life Sciences,2,Female,73,3,2,Sales Executive,3,Single,6815,21447,6,No,13,3,1,0,15,5,3,1,0,0,0,0.0,0.0,2.5,0.0,0.125,1.0,3.4057971014492754,3.0,1.5,7.6,0.1,1.9,2.25,0.16034482758620688,39.0,0.0,10.0,0.0,58.46153846153845,0.0,4.0,Low Risk,2,High-Risk Stagnation,-2.559449141271746,-0.28751132282963104
29,0,Travel_Rarely,1370,Research & Development,3,1,Medical,2,Male,87,3,1,Laboratory Technician,1,Single,4723,16213,1,Yes,18,3,4,0,10,3,3,10,9,1,5,0.09090909090909091,0.8181818181818182,0.2727272727272727,0.45454545454545453,0.09090909090909091,0.5,4.718281718281719,2.3333333333333335,3.0,9.0,0.40303030303030307,1.4,2.4000000000000004,0.5810344827586207,27.0,6.666666666666667,40.303030303030305,81.81818181818183,69.23076923076923,45.45454545454545,42.66666666666667,Medium Risk,4,Career Explorers,0.9508170616994432,-1.1779373326558211
35,0,Travel_Rarely,670,Research & Development,10,4,Medical,1,Female,51,3,2,Healthcare Representative,3,Single,6142,4223,3,Yes,16,3,3,0,10,4,3,5,2,0,4,0.0,0.18181818181818182,0.6666666666666666,0.6666666666666666,0.18181818181818182,1.0,3.0694652673663168,3.0,2.0,8.5,0.14545454545454545,1.9,2.5,0.653448275862069,48.0,0.0,14.545454545454545,18.181818181818183,65.38461538461539,66.66666666666666,11.272727272727273,Low Risk,3,Stable Contributors,-1.862615853502639,0.017944104209275166
39,0,Travel_Rarely,1462,Sales,6,3,Medical,4,Male,38,4,3,Sales Executive,3,Married,8237,4658,2,No,11,3,1,1,11,3,3,7,6,7,6,0.875,0.5,0.375,0.75,0.25,0.125,2.744751749416861,3.3333333333333335,2.5,6.200000000000001,0.4979166666666666,2.9000000000000004,2.75,0.21206896551724136,4.125,46.666666666666664,49.791666666666664,50.0,47.6923076923077,75.0,48.916666666666664,Medium Risk,0,Fast-Track Performers,3.2424009374425538,1.1328714639186253
29,0,Travel_Frequently,995,Research & Development,2,1,Life Sciences,1,Male,87,3,2,Healthcare Representative,4,Divorced,8853,24483,1,No,19,3,4,1,6,0,4,6,4,1,3,0.14285714285714285,0.5714285714285714,0.0,0.42857142857142855,0.2857142857142857,0.5,4.424287856071964,3.6666666666666665,2.5,8.5,0.2261904761904762,2.1,3.25,0.32068965517241377,28.5,6.666666666666667,22.61904761904762,57.14285714285714,65.38461538461539,42.857142857142854,28.19047619047619,Low Risk,3,Stable Contributors,-0.33652282140135603,2.027398366831181
50,0,Travel_Rarely,264,Sales,9,3,Marketing,3,Male,59,3,5,Manager,3,Married,19331,19519,4,Yes,16,3,3,1,27,2,3,1,0,0,0,0.0,0.0,1.0,0.0,0.17857142857142858,1.0,3.8654269146170765,3.0,3.0,7.9,0.1,3.6,3.0,0.6431034482758621,48.0,0.0,10.0,0.0,60.769230769230774,0.0,4.0,Low Risk,2,High-Risk Stagnation,-2.8721558964659875,0.7222383267088991
23,0,Travel_Rarely,977,Research & Development,10,3,Technical Degree,4,Male,45,4,1,Research Scientist,3,Married,2073,12826,2,No,16,3,4,1,4,2,3,2,2,2,2,0.6666666666666666,0.4,0.6666666666666666,0.6666666666666666,0.2,0.3333333333333333,2.070929070929071,3.3333333333333335,4.0,7.9,0.39999999999999997,1.9,3.5,0.253448275862069,16.0,13.333333333333334,40.0,40.0,60.769230769230774,66.66666666666666,32.0,Low Risk,0,Fast-Track Performers,1.7901738911531622,1.89169074954815
36,0,Travel_Frequently,1302,Research & Development,6,4,Life Sciences,1,Male,80,4,2,Laboratory Technician,1,Married,5562,19711,3,Yes,13,3,4,1,9,3,3,3,2,0,2,0.0,0.2,0.75,0.5,0.2,1.0,2.7796101949025487,2.6666666666666665,2.5,7.0,0.18333333333333335,2.4000000000000004,2.1500000000000004,0.7620689655172413,39.0,0.0,18.333333333333336,20.0,53.84615384615385,50.0,13.333333333333336,Low Risk,4,Career Explorers,-1.5828383346187889,-0.7341110503241227
42,0,Travel_Rarely,1059,Research & Development,9,2,Other,4,Male,93,2,5,Manager,4,Single,19613,26362,8,No,22,4,4,0,24,2,3,1,0,0,1,0.0,0.0,1.0,0.5,0.2,1.0,3.9218156368726254,3.0,4.0,10.6,0.1,3.1,3.8000000000000003,0.24310344827586206,88.0,0.0,10.0,0.0,81.53846153846153,50.0,4.0,Low Risk,1,Promotion-Stalled,-3.376403320917369,1.1668697157624501
35,0,Travel_Rarely,750,Research & Development,28,3,Life Sciences,2,Male,46,4,2,Laboratory Technician,3,Married,3407,25348,1,No,17,3,4,2,10,3,2,10,9,6,8,0.5454545454545454,0.8181818181818182,0.2727272727272727,0.7272727272727273,0.18181818181818182,0.14285714285714285,1.7026486756621688,3.0,3.0,8.600000000000001,0.4954545454545455,2.6,2.8,0.43965517241379315,7.285714285714286,40.0,49.54545454545455,81.81818181818183,66.15384615384616,72.72727272727273,56.36363636363637,Medium Risk,0,Fast-Track Performers,2.9441137005483506,0.49335972633744846
34,0,Travel_Frequently,653,Research & Development,10,4,Technical Degree,4,Male,92,2,2,Healthcare Representative,3,Married,5063,15332,1,No,14,3,2,1,8,3,2,8,2,7,7,0.7777777777777778,0.2222222222222222,0.3333333333333333,0.7777777777777778,0.2222222222222222,0.125,2.5302348825587204,2.3333333333333335,3.0,7.4,0.49444444444444435,1.8,2.8,0.40344827586206894,5.25,46.666666666666664,49.444444444444436,22.22222222222222,56.92307692307692,77.77777777777779,40.444444444444436,Medium Risk,0,Fast-Track Performers,2.832990854081529,-0.28457924971904663
40,0,Travel_Rarely,118,Sales,14,2,Life Sciences,4,Female,84,3,2,Sales Executive,1,Married,4639,11262,1,No,15,3,3,1,5,2,3,5,4,1,2,0.16666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,2.3183408295852073,2.3333333333333335,3.5,7.5,0.3916666666666666,2.1,2.65,0.29482758620689653,22.5,6.666666666666667,39.16666666666666,66.66666666666666,57.692307692307686,33.33333333333333,37.66666666666666,Medium Risk,4,Career Explorers,0.5934017536367344,-0.6932469478176411
43,0,Travel_Rarely,990,Research & Development,27,3,Technical Degree,4,Male,87,4,1,Laboratory Technician,2,Divorced,4876,5855,5,No,12,3,3,1,8,0,3,6,4,0,2,0.0,0.4444444444444444,0.0,0.2857142857142857,0.1111111111111111,1.0,4.871128871128871,3.0,3.5,5.700000000000001,0.2111111111111111,1.9,2.95,0.42931034482758623,36.0,0.0,21.11111111111111,44.44444444444444,43.846153846153854,28.57142857142857,21.77777777777778,Low Risk,3,Stable Contributors,-1.2404952313977353,0.7174758080136288
35,0,Travel_Rarely,1349,Research & Development,7,2,Life Sciences,3,Male,63,2,1,Laboratory Technician,4,Married,2690,7713,1,No,18,3,4,1,1,5,2,1,0,0,1,0.0,0.0,2.5,0.5,0.5,1.0,2.687312687312687,2.6666666666666665,3.5,9.6,0.13333333333333336,1.3,3.35,0.22241379310344828,54.0,0.0,13.333333333333336,0.0,73.84615384615384,50.0,5.333333333333335,Low Risk,2,High-Risk Stagnation,-2.861050135951233,0.48063094189757677
46,0,Travel_Rarely,563,Sales,1,4,Life Sciences,4,Male,56,4,4,Manager,1,Single,17567,3156,1,No,15,3,2,0,27,5,1,26,0,0,12,0.0,0.0,0.18518518518518517,0.4444444444444444,0.14285714285714285,1.0,4.390652336915771,2.0,3.0,8.4,0.2,3.2,2.0,0.16034482758620688,45.0,0.0,20.0,0.0,64.61538461538461,44.44444444444444,8.0,Low Risk,4,Career Explorers,-1.8327461702880796,-2.21910960133125
28,1,Travel_Rarely,329,Research & Development,24,3,Medical,3,Male,51,3,1,Laboratory Technician,2,Married,2408,7324,1,Yes,17,3,3,3,1,3,3,1,1,0,0,0.0,0.5,1.5,0.0,0.5,1.0,2.4055944055944054,2.6666666666666665,3.0,8.600000000000001,0.25833333333333336,2.0,2.7,0.7982758620689656,51.0,0.0,25.833333333333336,50.0,66.15384615384616,0.0,25.333333333333336,Low Risk,2,High-Risk Stagnation,-2.2005137824059715,-0.2728717091671555
22,0,Non-Travel,457,Research & Development,26,2,Other,2,Female,85,2,1,Research Scientist,3,Married,2814,10293,1,Yes,14,3,2,0,4,2,2,4,2,1,3,0.2,0.4,0.4,0.6,0.2,0.5,2.8111888111888113,2.3333333333333335,2.0,7.1,0.33666666666666667,1.1,2.3,0.6689655172413793,21.0,6.666666666666667,33.666666666666664,40.0,54.61538461538461,60.0,27.46666666666667,Low Risk,4,Career Explorers,0.6397356069523532,-0.9448574377878796
50,0,Travel_Frequently,1234,Research & Development,20,5,Medical,2,Male,41,3,4,Healthcare Representative,3,Married,11245,20689,2,Yes,15,3,3,1,32,3,3,30,8,12,13,0.3870967741935484,0.24242424242424243,0.0967741935483871,0.41935483870967744,0.12121212121212122,0.07692307692307693,2.8105473631592104,3.0,2.5,7.800000000000001,0.29608993157380253,3.1,2.75,0.9068965517241379,3.4615384615384617,80.0,29.608993157380255,24.242424242424242,60.00000000000001,41.935483870967744,43.116324535679375,Medium Risk,0,Fast-Track Performers,1.2970555972548539,0.8565114656478698
32,0,Travel_Rarely,634,Research & Development,5,4,Other,2,Female,35,4,1,Research Scientist,4,Married,3312,18783,3,No,17,3,4,2,6,3,3,3,2,0,2,0.0,0.2857142857142857,0.75,0.5,0.14285714285714285,1.0,3.3086913086913086,3.6666666666666665,3.0,8.600000000000001,0.10476190476190478,2.1,3.3000000000000003,0.20172413793103447,51.0,0.0,10.476190476190478,28.57142857142857,66.15384615384616,50.0,12.761904761904763,Low Risk,3,Stable Contributors,-2.1693093048417706,1.8555969099450178
44,0,Travel_Rarely,1313,Research & Development,7,3,Medical,2,Female,31,3,5,Research Director,4,Divorced,19049,3549,0,Yes,14,3,4,1,23,4,2,22,7,1,10,0.043478260869565216,0.2916666666666667,0.17391304347826086,0.43478260869565216,0.20833333333333334,0.5,3.8090381923615277,3.0,3.0,7.700000000000001,0.1881340579710145,3.6,3.1,0.6224137931034484,21.0,6.666666666666667,18.813405797101453,29.166666666666668,59.23076923076924,43.47826086956522,18.275362318840582,Low Risk,3,Stable Contributors,-0.5814925054147486,1.1049361669190145
30,0,Travel_Rarely,241,Research & Development,7,3,Medical,2,Male,48,2,1,Research Scientist,2,Married,2141,5348,1,No,12,3,2,1,6,3,2,6,4,1,1,0.14285714285714285,0.5714285714285714,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.5,2.138861138861139,2.0,2.0,6.600000000000001,0.39285714285714285,1.3,2.0,0.22241379310344828,18.0,6.666666666666667,39.285714285714285,57.14285714285714,50.76923076923078,14.285714285714285,34.85714285714286,Medium Risk,4,Career Explorers,0.7187212093083472,-1.9728313996651017
45,0,Travel_Rarely,1015,Research & Development,5,5,Medical,3,Female,50,1,2,Laboratory Technician,1,Single,5769,23447,1,Yes,14,3,1,0,10,3,3,10,7,1,4,0.09090909090909091,0.6363636363636364,0.2727272727272727,0.36363636363636365,0.18181818181818182,0.5,2.8830584707646176,1.6666666666666667,2.0,7.4,0.4242424242424242,1.3,1.9000000000000001,0.6017241379310345,21.0,6.666666666666667,42.42424242424242,63.63636363636363,56.92307692307692,36.36363636363637,38.06060606060606,Medium Risk,4,Career Explorers,0.9163107655631362,-2.580193866422684
45,0,Non-Travel,336,Sales,26,3,Marketing,1,Male,52,2,2,Sales Executive,1,Married,4385,24162,1,No,15,3,1,1,10,2,3,10,7,4,5,0.36363636363636365,0.6363636363636364,0.18181818181818182,0.45454545454545453,0.18181818181818182,0.2,2.1914042978510744,2.0,1.0,7.5,0.4863636363636364,1.8,1.4000000000000001,0.2689655172413793,9.0,26.666666666666668,48.63636363636364,63.63636363636363,57.692307692307686,45.45454545454545,46.54545454545455,Medium Risk,4,Career Explorers,2.2834668405796816,-2.708486057933205
31,0,Travel_Frequently,715,Sales,2,4,Other,4,Male,54,3,2,Sales Executive,1,Single,5332,21602,7,No,13,3,4,0,10,3,3,5,2,0,3,0.0,0.18181818181818182,0.5,0.5,0.18181818181818182,1.0,2.6646676661669164,2.3333333333333335,4.0,7.0,0.2121212121212121,1.9,2.9,0.32068965517241377,39.0,0.0,21.21212121212121,18.181818181818183,53.84615384615385,50.0,13.93939393939394,Low Risk,3,Stable Contributors,-1.4707104672906581,-0.41036452443562826
36,0,Travel_Rarely,559,Research & Development,12,4,Life Sciences,3,Female,76,3,2,Manufacturing Director,3,Married,4663,12421,9,Yes,12,3,2,2,7,2,3,3,2,1,1,0.25,0.25,0.5,0.25,0.25,0.5,2.3303348325837083,3.0,2.5,6.300000000000001,0.25,2.3,2.75,0.6741379310344828,18.0,6.666666666666667,25.0,25.0,48.46153846153847,25.0,19.5,Low Risk,3,Stable Contributors,-0.15872930060250598,0.7675813515085809
34,0,Travel_Frequently,426,Research & Development,10,4,Life Sciences,3,Male,42,4,2,Manufacturing Director,4,Divorced,4724,17000,1,No,13,3,1,1,9,3,3,9,7,7,2,0.7,0.7,0.3,0.2,0.2,0.125,2.3608195902048976,3.6666666666666665,2.0,7.0,0.45333333333333325,2.4000000000000004,2.8000000000000003,0.40344827586206894,4.875,46.666666666666664,45.33333333333333,70.0,53.84615384615385,20.0,53.13333333333333,Medium Risk,0,Fast-Track Performers,2.456056045697936,1.6320146147952956
49,0,Travel_Rarely,722,Research & Development,25,4,Life Sciences,3,Female,84,3,1,Laboratory Technician,1,Married,3211,22102,1,No,14,3,4,1,10,3,2,9,6,1,4,0.1,0.5454545454545454,0.3,0.4,0.09090909090909091,0.5,3.207792207792208,2.0,3.5,7.4,0.37136363636363634,1.5999999999999999,2.4499999999999997,0.4086206896551724,21.0,6.666666666666667,37.13636363636363,54.54545454545454,56.92307692307692,40.0,33.21818181818181,Medium Risk,4,Career Explorers,0.7311035629307598,-1.419481627862206
39,0,Travel_Rarely,1387,Research & Development,10,5,Medical,2,Male,76,3,2,Manufacturing Director,1,Married,5377,3835,2,No,13,3,4,3,10,3,3,7,7,7,7,0.875,0.6363636363636364,0.375,0.875,0.18181818181818182,0.125,2.6871564217891053,2.3333333333333335,3.0,7.0,0.6320075757575757,2.5,2.4000000000000004,0.253448275862069,4.875,46.666666666666664,63.20075757575757,63.63636363636363,53.84615384615385,87.5,58.371212121212125,Medium Risk,0,Fast-Track Performers,4.151638078343384,-0.9621947494178829
27,0,Travel_Rarely,1302,Research & Development,19,3,Other,4,Male,67,2,1,Laboratory Technician,1,Divorced,4066,16290,1,No,11,3,1,2,7,3,3,7,7,0,7,0.0,0.875,0.375,0.875,0.125,1.0,4.061938061938062,2.0,2.5,6.200000000000001,0.41875,1.5,2.1500000000000004,0.346551724137931,33.0,0.0,41.875,87.5,47.6923076923077,87.5,43.0,Medium Risk,4,Career Explorers,0.7308023896539979,-1.9783181533023737
35,0,Travel_Rarely,819,Research & Development,18,5,Life Sciences,2,Male,48,4,2,Research Scientist,1,Married,5208,26312,1,No,11,3,4,0,16,2,3,16,15,1,10,0.058823529411764705,0.8823529411764706,0.11764705882352941,0.5882352941176471,0.11764705882352941,0.5,2.6026986506746628,2.6666666666666665,3.0,5.9,0.37450980392156863,2.2,2.4000000000000004,0.33620689655172414,16.5,6.666666666666667,37.450980392156865,88.23529411764706,45.38461538461539,58.82352941176471,43.450980392156865,Medium Risk,4,Career Explorers,1.3127596971665145,-0.4043784950148219
28,0,Travel_Rarely,580,Research & Development,27,3,Medical,2,Female,39,1,2,Manufacturing Director,1,Divorced,4877,20460,0,No,21,4,2,1,6,5,2,5,3,0,0,0.0,0.42857142857142855,0.8333333333333334,0.0,0.2857142857142857,1.0,2.4372813593203397,1.3333333333333333,2.0,11.1,0.37380952380952387,1.5,1.7000000000000002,0.42931034482758623,84.0,0.0,37.38095238095239,42.857142857142854,85.38461538461539,0.0,27.80952380952381,Low Risk,1,Promotion-Stalled,-2.175080428687359,-4.157687586290014
21,0,Travel_Rarely,546,Research & Development,5,1,Medical,3,Male,97,3,1,Research Scientist,4,Single,3117,26009,1,No,18,3,3,0,3,2,3,2,2,2,2,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.25,0.3333333333333333,3.113886113886114,3.3333333333333335,3.0,8.7,0.42499999999999993,1.4,3.3000000000000003,0.20172413793103447,18.0,13.333333333333334,42.49999999999999,50.0,66.92307692307692,66.66666666666666,36.0,Medium Risk,0,Fast-Track Performers,1.8576735932292847,1.5278256575340745
18,1,Travel_Frequently,544,Sales,3,2,Medical,2,Female,70,3,1,Sales Representative,4,Single,1569,18420,1,Yes,12,3,3,0,0,2,4,0,0,0,0,0.0,0.0,2.0,0.0,1.0,1.0,1.5674325674325675,3.6666666666666665,2.5,6.300000000000001,0.03333333333333335,1.4,3.25,0.7310344827586206,36.0,0.0,3.333333333333335,0.0,48.46153846153847,0.0,1.333333333333334,Low Risk,2,High-Risk Stagnation,-3.928693249480964,2.5348782360881805
47,0,Travel_Rarely,1176,Human Resources,26,4,Life Sciences,4,Female,98,3,5,Manager,3,Married,19658,5220,3,No,11,3,3,1,27,2,3,5,2,1,0,0.16666666666666666,0.07142857142857142,0.3333333333333333,0.0,0.17857142857142858,0.5,3.9308138372325536,3.0,3.5,5.9,0.17619047619047618,3.6,3.25,0.4189655172413793,16.5,6.666666666666667,17.619047619047617,7.142857142857142,45.38461538461539,0.0,11.19047619047619,Low Risk,3,Stable Contributors,-0.880245465435738,1.424016420514145
